Latitude,Longitude,Angle,Speed (km/h),HDOP,matched_way,match_dist_m,proj_lat,proj_lon,noisy,off_path
37.49695,127.028183,345.8,54.1,1.0,521766182,0.706776389342956,37.49695280477148,127.02818869593796,False,False
37.497083,127.028133,345.8,54.1,1.0,521766182,0.8403243319092403,37.497079665256855,127.02812622779406,False,False
37.497217,127.0281,345.8,54.1,1.0,521766182,4.134370774380998,37.49720059316267,127.0280666809478,False,False
37.49735,127.02805,345.8,54.1,1.0,628232693,5.379552290549429,37.49737364952157,127.0280078571798,False,False
37.497483,127.028017,264.3,180.0,1.0,628232693,5.069642568387775,37.49746071289974,127.02805671502156,False,True
37.497433,127.02745,51.2,195.6,1.0,913949669,22.4476772392472,37.497600822831046,127.02756179542531,False,True
37.49775,127.027933,345.8,54.1,1.0,914407834,8.228258975488364,37.49771935680781,127.0280002642303,False,False
37.497867,127.027883,346.6,49.6,1.0,990628460,10.98238581837748,37.49796133495534,127.02785412228616,False,True
37.498,127.02785,345.1,58.3,1.0,990628460,4.249996092012177,37.49796349398044,127.02786117518296,False,True
37.498133,127.0278,345.8,54.1,1.0,520307303,5.20943474323179,37.49808822540235,127.02781360839737,False,True
37.498267,127.027767,345.8,54.1,1.0,239954010,3.3949497498859644,37.4982962,127.0277758,False,True
37.4984,127.027717,345.8,54.1,1.0,239954010,7.85733588151389,37.49833930859206,127.02768096447652,False,False
37.498533,127.027683,345.8,54.1,1.0,239954010,18.227970806695417,37.498416612690015,127.02756782162336,False,False
37.49865,127.027633,345.8,54.1,1.0,520307304,21.918818482890416,37.49856680862474,127.02745453855202,False,False
37.498783,127.0276,345.8,54.1,1.0,520307304,24.84471190125985,37.49868870359656,127.02739771613768,False,False
37.498917,127.02755,345.8,54.1,1.0,520307304,26.102407957792625,37.49881793009725,127.0273374760666,False,False
37.49905,127.027517,345.8,54.1,1.0,520307304,28.95172300169448,37.49894154270979,127.02728061718578,False,False
37.499183,127.027467,345.8,54.1,1.0,520307304,30.067026011742403,37.4990703646254,127.02722151104504,True,True
37.499317,127.027417,345.8,54.1,1.0,520307304,31.22875175702988,37.4992000126348,127.0271620258755,True,True
